trial,method,message_bits,text_length,anchor_len,bit_accuracy,exact_recovery,crc_pass,alignment_score,clean_token_len,attacked_token_len,observed_bits_len,recovered_bits
13,bimark_hamming74,16,160,6,1.0,1.0,,,162,164,162,0101101000010010
13,syncmark_position_vote,16,160,6,0.375,0.0,False,,162,164,162,0111110111111111
13,syncmark_alignment,16,160,6,0.375,0.0,False,89.14999999999986,162,164,162,1111111111111111
14,bimark_position_vote,16,160,6,0.4375,0.0,,,162,164,162,0111111111111110
14,bimark_hamming74,16,160,6,0.875,0.0,,,162,161,159,1011111101011001
14,syncmark_position_vote,16,160,6,0.5625,0.0,False,,162,168,166,1111101111101111
14,syncmark_alignment,16,160,6,0.625,0.0,False,83.0,162,168,166,1011111111101101
15,bimark_position_vote,16,160,6,0.5625,0.0,,,162,170,168,1111111010110111
15,bimark_hamming74,16,160,6,0.4375,0.0,,,162,162,160,1111111111110001
15,syncmark_position_vote,16,160,6,0.5,0.0,False,,162,161,159,1111111111011011
15,syncmark_alignment,16,160,6,0.3125,0.0,False,86.64999999999986,162,161,159,1111011111111111
16,bimark_position_vote,16,160,6,0.9375,0.0,,,162,160,158,1001100111001110
16,bimark_hamming74,16,160,6,0.625,0.0,,,162,165,163,1111010111001111
16,syncmark_position_vote,16,160,6,0.5,0.0,False,,162,161,159,1111111111111111
16,syncmark_alignment,16,160,6,0.5625,0.0,False,79.6499999999999,162,161,159,1111101111111111
17,bimark_position_vote,16,160,6,0.8125,0.0,,,162,164,162,0100110000111101
17,bimark_hamming74,16,160,6,0.4375,0.0,,,162,159,157,1111111111110101
17,syncmark_position_vote,16,160,6,0.3125,0.0,False,,162,161,159,1111111111111111
17,syncmark_alignment,16,160,6,0.375,0.0,False,85.59999999999991,162,161,159,0111111111111111
18,bimark_position_vote,16,160,6,0.625,0.0,,,162,162,160,1011101111111111
18,bimark_hamming74,16,160,6,0.5625,0.0,,,162,163,161,1111101111110011
18,syncmark_position_vote,16,160,6,0.5625,0.0,False,,162,162,160,1110111100111111
18,syncmark_alignment,16,160,6,0.6875,0.0,False,88.5,162,162,160,1110111100110101
19,bimark_position_vote,16,160,6,1.0,1.0,,,162,163,161,1001001100011111
19,bimark_hamming74,16,160,6,0.75,0.0,,,162,160,158,1001111111011111
19,syncmark_position_vote,16,160,6,0.4375,0.0,False,,162,158,156,0010111101111100
19,syncmark_alignment,16,160,6,0.625,0.0,False,82.49999999999997,162,158,156,1100011111111111
20,bimark_position_vote,16,160,6,0.8125,0.0,,,162,162,160,0111111001100101
20,bimark_hamming74,16,160,6,0.4375,0.0,,,162,163,161,1111111111111111
20,syncmark_position_vote,16,160,6,0.875,0.0,False,,162,161,159,0011100111100101
20,syncmark_alignment,16,160,6,0.8125,0.0,False,86.49999999999986,162,161,159,1011100111100101
21,bimark_position_vote,16,160,6,0.5625,0.0,,,162,159,157,1111111111111111
21,bimark_hamming74,16,160,6,0.625,0.0,,,162,161,159,1111111111111000
21,syncmark_position_vote,16,160,6,0.5,0.0,False,,162,169,167,1111111101111111
21,syncmark_alignment,16,160,6,0.4375,0.0,False,80.99999999999996,162,169,167,1111011111101111
22,bimark_position_vote,16,160,6,0.5625,0.0,,,162,165,163,0101111111111110
22,bimark_hamming74,16,160,6,0.625,0.0,,,162,158,156,1111111111110110
22,syncmark_position_vote,16,160,6,0.8125,0.0,False,,162,161,159,0111110111010110
22,syncmark_alignment,16,160,6,0.625,0.0,False,97.59999999999977,162,161,159,1011011011111110
23,bimark_position_vote,16,160,6,0.9375,0.0,,,162,165,163,0111001011000110
23,bimark_hamming74,16,160,6,0.4375,0.0,,,162,163,161,1111111111111100
23,syncmark_position_vote,16,160,6,1.0,1.0,True,,162,161,159,0101001011000110
23,syncmark_alignment,16,160,6,1.0,1.0,True,99.49999999999974,162,161,159,0101001011000110
24,bimark_position_vote,16,160,6,0.5,0.0,,,162,165,163,0111101110111110
24,bimark_hamming74,16,160,6,0.4375,0.0,,,162,167,165,0011011111111111
24,syncmark_position_vote,16,160,6,0.75,0.0,False,,162,162,160,0101111111110000
24,syncmark_alignment,16,160,6,0.8125,0.0,False,96.64999999999985,162,162,160,0001111101110100
25,bimark_position_vote,16,160,6,1.0,1.0,,,162,163,161,1101010010000001
25,bimark_hamming74,16,160,6,0.5,0.0,,,162,164,162,1101000111111111
25,syncmark_position_vote,16,160,6,0.75,0.0,False,,162,160,158,1011110010000101
25,syncmark_alignment,16,160,6,0.625,0.0,False,79.99999999999986,162,160,158,1111111011010101
26,bimark_position_vote,16,160,6,0.625,0.0,,,162,164,162,1111111101011111
26,bimark_hamming74,16,160,6,0.6875,0.0,,,162,161,159,1011011111110100
26,syncmark_position_vote,16,160,6,0.8125,0.0,False,,162,161,159,1011111110110111
26,syncmark_alignment,16,160,6,0.75,0.0,False,77.99999999999996,162,161,159,1111111110110111
27,bimark_position_vote,16,160,6,1.0,1.0,,,162,161,159,1000110010001101
27,bimark_hamming74,16,160,6,0.875,0.0,,,162,160,158,0001110010001101
27,syncmark_position_vote,16,160,6,0.5,0.0,False,,162,160,158,1101111001111111
27,syncmark_alignment,16,160,6,0.625,0.0,False,91.44999999999987,162,160,158,1101111010111111
28,bimark_position_vote,16,160,6,0.625,0.0,,,162,161,159,1111011111111111
28,bimark_hamming74,16,160,6,0.5625,0.0,,,162,169,167,1111111111111111
28,syncmark_position_vote,16,160,6,0.8125,0.0,False,,162,160,158,1011101111101011
28,syncmark_alignment,16,160,6,0.875,0.0,False,83.79999999999986,162,160,158,1111101101101010
29,bimark_position_vote,16,160,6,0.6875,0.0,,,162,163,161,0101101101111111
29,bimark_hamming74,16,160,6,0.8125,0.0,,,162,165,163,1111011110111010
29,syncmark_position_vote,16,160,6,0.75,0.0,False,,162,162,160,0111011101111111
29,syncmark_alignment,16,160,6,0.6875,0.0,False,90.9999999999999,162,162,160,0011111101111110
