method,text_length,attack_name,trial,bit_accuracy,exact_recovery,crc_pass,observed_length,edit_ratio
hamming74,160,mixed_ids,160906,0.25,0.0,0.0,158,0.06
hamming74,160,mixed_ids,160907,0.5625,0.0,0.0,158,0.06
hamming74,160,mixed_ids,160908,0.8125,0.0,0.0,159,0.06
hamming74,160,mixed_ids,160909,0.625,0.0,0.0,157,0.06
hamming74,160,mixed_ids,160910,0.5,0.0,1.0,165,0.06
hamming74,160,mixed_ids,160911,0.6875,0.0,0.0,164,0.06
hamming74,160,mixed_ids,160912,0.5,0.0,1.0,162,0.06
hamming74,160,mixed_ids,160913,0.6875,0.0,0.0,164,0.06
hamming74,160,mixed_ids,160914,0.75,0.0,0.0,156,0.06
hamming74,160,mixed_ids,160915,1.0,1.0,1.0,161,0.06
hamming74,160,mixed_ids,160916,0.125,0.0,0.0,162,0.06
hamming74,160,mixed_ids,160917,1.0,1.0,1.0,161,0.06
hamming74,160,mixed_ids,160918,0.5,0.0,0.0,163,0.06
hamming74,160,mixed_ids,160919,0.4375,0.0,0.0,158,0.06
hamming74,160,mixed_ids,160920,0.4375,0.0,0.0,162,0.06
hamming74,160,mixed_ids,160921,0.3125,0.0,0.0,158,0.06
hamming74,160,mixed_ids,160922,0.4375,0.0,0.0,156,0.06
hamming74,160,mixed_ids,160923,0.9375,0.0,0.0,159,0.06
hamming74,160,mixed_ids,160924,0.5625,0.0,0.0,156,0.06
hamming74,160,mixed_ids,160925,0.5,0.0,0.0,161,0.06
hamming74,160,mixed_ids,160926,0.5,0.0,0.0,165,0.06
hamming74,160,mixed_ids,160927,0.5625,0.0,0.0,161,0.06
hamming74,160,mixed_ids,160928,0.8125,0.0,0.0,163,0.06
hamming74,160,mixed_ids,160929,0.3125,0.0,0.0,154,0.06
hamming74,160,mixed_ids,160930,0.875,0.0,0.0,161,0.06
hamming74,160,mixed_ids,160931,0.625,0.0,0.0,160,0.06
hamming74,160,mixed_ids,160932,0.75,0.0,0.0,164,0.06
hamming74,160,mixed_ids,160933,0.25,0.0,0.0,155,0.06
hamming74,160,mixed_ids,160934,1.0,1.0,1.0,162,0.06
hamming74,160,mixed_ids,160935,0.5,0.0,1.0,163,0.06
hamming74,160,mixed_ids,160936,0.5,0.0,0.0,156,0.06
hamming74,160,mixed_ids,160937,0.5625,0.0,0.0,161,0.06
hamming74,160,mixed_ids,160938,0.875,0.0,0.0,160,0.06
hamming74,160,mixed_ids,160939,0.625,0.0,0.0,164,0.06
hamming74,160,mixed_ids,160940,0.4375,0.0,0.0,162,0.06
hamming74,160,mixed_ids,160941,0.5,0.0,0.0,162,0.06
hamming74,160,mixed_ids,160942,0.75,0.0,0.0,163,0.06
hamming74,160,mixed_ids,160943,0.8125,0.0,1.0,159,0.06
hamming74,160,mixed_ids,160944,0.4375,0.0,0.0,161,0.06
hamming74,160,mixed_ids,160945,1.0,1.0,1.0,160,0.06
hamming74,160,mixed_ids,160946,0.875,0.0,0.0,160,0.06
hamming74,160,mixed_ids,160947,1.0,1.0,1.0,160,0.06
hamming74,160,mixed_ids,160948,0.8125,0.0,0.0,161,0.06
hamming74,160,mixed_ids,160949,0.375,0.0,0.0,157,0.06
syncmark,160,mixed_ids,160800,0.5,0.0,0.0,156,0.06
syncmark,160,mixed_ids,160801,0.4375,0.0,0.0,158,0.06
syncmark,160,mixed_ids,160802,0.4375,0.0,0.0,156,0.06
syncmark,160,mixed_ids,160803,0.6875,0.0,1.0,166,0.06
syncmark,160,mixed_ids,160804,0.9375,0.0,0.0,157,0.06
syncmark,160,mixed_ids,160805,0.75,0.0,0.0,157,0.06
syncmark,160,mixed_ids,160806,0.6875,0.0,0.0,159,0.06
syncmark,160,mixed_ids,160807,0.625,0.0,0.0,163,0.06
syncmark,160,mixed_ids,160808,0.5625,0.0,0.0,158,0.06
syncmark,160,mixed_ids,160809,0.625,0.0,0.0,157,0.06
syncmark,160,mixed_ids,160810,0.625,0.0,0.0,157,0.06
syncmark,160,mixed_ids,160811,0.375,0.0,0.0,160,0.06
syncmark,160,mixed_ids,160812,0.75,0.0,1.0,161,0.06
syncmark,160,mixed_ids,160813,0.625,0.0,1.0,161,0.06
syncmark,160,mixed_ids,160814,1.0,1.0,1.0,161,0.06
syncmark,160,mixed_ids,160815,0.9375,0.0,0.0,160,0.06
syncmark,160,mixed_ids,160816,0.75,0.0,1.0,160,0.06
syncmark,160,mixed_ids,160817,0.625,0.0,0.0,164,0.06
syncmark,160,mixed_ids,160818,1.0,1.0,1.0,163,0.06
syncmark,160,mixed_ids,160819,0.8125,0.0,0.0,161,0.06
syncmark,160,mixed_ids,160820,0.625,0.0,0.0,161,0.06
syncmark,160,mixed_ids,160821,1.0,1.0,1.0,157,0.06
syncmark,160,mixed_ids,160822,0.875,0.0,0.0,161,0.06
syncmark,160,mixed_ids,160823,0.875,0.0,0.0,159,0.06
syncmark,160,mixed_ids,160824,0.8125,0.0,0.0,162,0.06
syncmark,160,mixed_ids,160825,0.875,0.0,0.0,159,0.06
syncmark,160,mixed_ids,160826,0.5625,0.0,1.0,159,0.06
syncmark,160,mixed_ids,160827,0.6875,0.0,0.0,160,0.06
syncmark,160,mixed_ids,160828,0.9375,0.0,0.0,162,0.06
syncmark,160,mixed_ids,160829,0.6875,0.0,0.0,158,0.06
syncmark,160,mixed_ids,160830,0.9375,0.0,0.0,153,0.06
syncmark,160,mixed_ids,160831,1.0,1.0,1.0,159,0.06
syncmark,160,mixed_ids,160832,0.75,0.0,0.0,167,0.06
syncmark,160,mixed_ids,160833,0.9375,0.0,0.0,158,0.06
syncmark,160,mixed_ids,160834,0.875,0.0,0.0,160,0.06
syncmark,160,mixed_ids,160835,0.9375,0.0,0.0,161,0.06
syncmark,160,mixed_ids,160836,0.9375,0.0,0.0,157,0.06
syncmark,160,mixed_ids,160837,0.8125,0.0,0.0,160,0.06
syncmark,160,mixed_ids,160838,0.5625,0.0,0.0,165,0.06
syncmark,160,mixed_ids,160839,1.0,1.0,1.0,160,0.06
syncmark,160,mixed_ids,160840,0.625,0.0,0.0,164,0.06
syncmark,160,mixed_ids,160841,0.5,0.0,0.0,156,0.06
syncmark,160,mixed_ids,160842,0.75,0.0,0.0,158,0.06
syncmark,160,mixed_ids,160843,0.75,0.0,1.0,158,0.06
syncmark,160,mixed_ids,160844,0.5625,0.0,1.0,162,0.06
syncmark,160,mixed_ids,160845,0.9375,0.0,0.0,157,0.06
syncmark,160,mixed_ids,160846,1.0,1.0,1.0,161,0.06
syncmark,160,mixed_ids,160847,0.625,0.0,0.0,161,0.06
syncmark,160,mixed_ids,160848,0.9375,0.0,0.0,162,0.06
syncmark,160,mixed_ids,160849,0.875,0.0,0.0,155,0.06
repetition,240,mixed_ids,241000,0.375,0.0,0.0,239,0.06
repetition,240,mixed_ids,241001,0.75,0.0,0.0,235,0.06
repetition,240,mixed_ids,241002,1.0,1.0,1.0,240,0.06
repetition,240,mixed_ids,241003,0.4375,0.0,1.0,241,0.06
repetition,240,mixed_ids,241004,0.625,0.0,0.0,239,0.06
repetition,240,mixed_ids,241005,0.625,0.0,0.0,241,0.06
repetition,240,mixed_ids,241006,0.75,0.0,0.0,238,0.06
repetition,240,mixed_ids,241007,0.375,0.0,0.0,237,0.06
repetition,240,mixed_ids,241008,1.0,1.0,0.0,243,0.06
repetition,240,mixed_ids,241009,0.9375,0.0,0.0,239,0.06
repetition,240,mixed_ids,241010,0.625,0.0,0.0,243,0.06
repetition,240,mixed_ids,241011,0.6875,0.0,0.0,243,0.06
repetition,240,mixed_ids,241012,0.5,0.0,0.0,236,0.06
repetition,240,mixed_ids,241013,0.3125,0.0,0.0,238,0.06
repetition,240,mixed_ids,241014,0.6875,0.0,0.0,241,0.06
repetition,240,mixed_ids,241015,0.75,0.0,0.0,245,0.06
repetition,240,mixed_ids,241016,0.4375,0.0,0.0,242,0.06
repetition,240,mixed_ids,241017,0.75,0.0,0.0,241,0.06
repetition,240,mixed_ids,241018,0.9375,0.0,0.0,237,0.06
repetition,240,mixed_ids,241019,0.375,0.0,0.0,247,0.06
repetition,240,mixed_ids,241020,0.6875,0.0,0.0,239,0.06
repetition,240,mixed_ids,241021,0.6875,0.0,0.0,235,0.06
repetition,240,mixed_ids,241022,0.8125,0.0,0.0,240,0.06
repetition,240,mixed_ids,241023,0.5,0.0,0.0,237,0.06
repetition,240,mixed_ids,241024,0.875,0.0,0.0,240,0.06
repetition,240,mixed_ids,241025,0.5,0.0,0.0,236,0.06
repetition,240,mixed_ids,241026,0.5,0.0,0.0,239,0.06
repetition,240,mixed_ids,241027,0.9375,0.0,0.0,243,0.06
repetition,240,mixed_ids,241028,0.4375,0.0,0.0,236,0.06
repetition,240,mixed_ids,241029,0.6875,0.0,0.0,236,0.06
repetition,240,mixed_ids,241030,0.75,0.0,0.0,243,0.06
repetition,240,mixed_ids,241031,0.5,0.0,0.0,244,0.06
repetition,240,mixed_ids,241032,0.875,0.0,0.0,239,0.06
repetition,240,mixed_ids,241033,0.625,0.0,0.0,247,0.06
repetition,240,mixed_ids,241034,0.375,0.0,0.0,236,0.06
repetition,240,mixed_ids,241035,0.875,0.0,0.0,242,0.06
repetition,240,mixed_ids,241036,0.875,0.0,0.0,242,0.06
repetition,240,mixed_ids,241037,0.1875,0.0,0.0,246,0.06
repetition,240,mixed_ids,241038,1.0,1.0,1.0,240,0.06
repetition,240,mixed_ids,241039,0.875,0.0,0.0,243,0.06
repetition,240,mixed_ids,241040,0.875,0.0,0.0,238,0.06
repetition,240,mixed_ids,241041,0.5625,0.0,0.0,248,0.06
repetition,240,mixed_ids,241042,0.625,0.0,0.0,239,0.06
repetition,240,mixed_ids,241043,0.6875,0.0,0.0,243,0.06
repetition,240,mixed_ids,241044,0.6875,0.0,0.0,239,0.06
repetition,240,mixed_ids,241045,0.5625,0.0,0.0,238,0.06
repetition,240,mixed_ids,241046,0.75,0.0,0.0,236,0.06
repetition,240,mixed_ids,241047,0.375,0.0,0.0,244,0.06
repetition,240,mixed_ids,241048,0.875,0.0,0.0,240,0.06
repetition,240,mixed_ids,241049,0.6875,0.0,1.0,242,0.06
hamming74,240,mixed_ids,240900,0.125,0.0,0.0,239,0.06
hamming74,240,mixed_ids,240901,0.875,0.0,0.0,240,0.06
hamming74,240,mixed_ids,240902,0.5625,0.0,0.0,239,0.06
hamming74,240,mixed_ids,240903,0.375,0.0,0.0,238,0.06
hamming74,240,mixed_ids,240904,0.5,0.0,1.0,240,0.06
hamming74,240,mixed_ids,240905,0.875,0.0,0.0,240,0.06
hamming74,240,mixed_ids,240906,0.375,0.0,0.0,238,0.06
hamming74,240,mixed_ids,240907,0.3125,0.0,0.0,239,0.06
hamming74,240,mixed_ids,240908,0.5,0.0,1.0,240,0.06
hamming74,240,mixed_ids,240909,0.375,0.0,0.0,239,0.06
hamming74,240,mixed_ids,240910,0.6875,0.0,0.0,241,0.06
hamming74,240,mixed_ids,240911,0.5,0.0,0.0,243,0.06
hamming74,240,mixed_ids,240912,1.0,1.0,1.0,243,0.06
hamming74,240,mixed_ids,240913,0.375,0.0,0.0,243,0.06
hamming74,240,mixed_ids,240914,0.875,0.0,1.0,238,0.06
hamming74,240,mixed_ids,240915,0.5625,0.0,0.0,245,0.06
hamming74,240,mixed_ids,240916,1.0,1.0,1.0,239,0.06
hamming74,240,mixed_ids,240917,0.5,0.0,1.0,242,0.06
hamming74,240,mixed_ids,240918,0.625,0.0,1.0,236,0.06
hamming74,240,mixed_ids,240919,0.9375,0.0,0.0,239,0.06
hamming74,240,mixed_ids,240920,0.375,0.0,0.0,247,0.06
hamming74,240,mixed_ids,240921,0.375,0.0,0.0,244,0.06
hamming74,240,mixed_ids,240922,0.9375,0.0,0.0,239,0.06
hamming74,240,mixed_ids,240923,0.3125,0.0,1.0,242,0.06
hamming74,240,mixed_ids,240924,1.0,1.0,1.0,237,0.06
hamming74,240,mixed_ids,240925,0.5625,0.0,0.0,244,0.06
hamming74,240,mixed_ids,240926,0.5,0.0,0.0,243,0.06
hamming74,240,mixed_ids,240927,0.3125,0.0,0.0,241,0.06
hamming74,240,mixed_ids,240928,0.4375,0.0,0.0,245,0.06
hamming74,240,mixed_ids,240929,0.625,0.0,0.0,233,0.06
hamming74,240,mixed_ids,240930,0.75,0.0,0.0,242,0.06
hamming74,240,mixed_ids,240931,0.6875,0.0,0.0,239,0.06
hamming74,240,mixed_ids,240932,0.75,0.0,0.0,238,0.06
hamming74,240,mixed_ids,240933,0.5,0.0,0.0,242,0.06
hamming74,240,mixed_ids,240934,0.6875,0.0,0.0,237,0.06
hamming74,240,mixed_ids,240935,0.9375,0.0,0.0,239,0.06
hamming74,240,mixed_ids,240936,0.6875,0.0,0.0,239,0.06
hamming74,240,mixed_ids,240937,0.4375,0.0,0.0,237,0.06
hamming74,240,mixed_ids,240938,0.9375,0.0,0.0,236,0.06
hamming74,240,mixed_ids,240939,0.25,0.0,0.0,233,0.06
hamming74,240,mixed_ids,240940,1.0,1.0,1.0,242,0.06
hamming74,240,mixed_ids,240941,0.875,0.0,0.0,238,0.06
hamming74,240,mixed_ids,240942,0.625,0.0,0.0,239,0.06
hamming74,240,mixed_ids,240943,0.375,0.0,0.0,236,0.06
hamming74,240,mixed_ids,240944,0.5,0.0,0.0,240,0.06
hamming74,240,mixed_ids,240945,0.875,0.0,0.0,241,0.06
