trial,method,message_bits,text_length,anchor_len,bit_accuracy,exact_recovery,crc_pass,alignment_score,clean_token_len,attacked_token_len,observed_bits_len,recovered_bits
22,syncmark_alignment,16,160,6,1.0,1.0,True,136.79999999999976,162,162,160,0011010111010100
23,bimark_position_vote,16,160,6,1.0,1.0,,,162,162,160,0101001011000110
23,bimark_hamming74,16,160,6,1.0,1.0,,,162,162,160,0101001011000110
23,syncmark_position_vote,16,160,6,1.0,1.0,True,,162,162,160,0101001011000110
23,syncmark_alignment,16,160,6,1.0,1.0,True,135.54999999999967,162,162,160,0101001011000110
24,bimark_position_vote,16,160,6,1.0,1.0,,,162,162,160,0001101001110000
24,bimark_hamming74,16,160,6,1.0,1.0,,,162,162,160,0001101001110000
24,syncmark_position_vote,16,160,6,1.0,1.0,True,,162,162,160,0001101001110000
24,syncmark_alignment,16,160,6,0.9375,0.0,False,131.5999999999997,162,162,160,0001101001111000
25,bimark_position_vote,16,160,6,1.0,1.0,,,162,162,160,1101010010000001
25,bimark_hamming74,16,160,6,1.0,1.0,,,162,162,160,1101010010000001
25,syncmark_position_vote,16,160,6,1.0,1.0,True,,162,162,160,1101010010000001
25,syncmark_alignment,16,160,6,1.0,1.0,True,141.99999999999972,162,162,160,1101010010000001
26,bimark_position_vote,16,160,6,1.0,1.0,,,162,162,160,1001111100110101
26,bimark_hamming74,16,160,6,1.0,1.0,,,162,162,160,1001111100110101
26,syncmark_position_vote,16,160,6,1.0,1.0,True,,162,162,160,1001111100110101
26,syncmark_alignment,16,160,6,1.0,1.0,True,139.84999999999974,162,162,160,1001111100110101
27,bimark_position_vote,16,160,6,1.0,1.0,,,162,162,160,1000110010001101
27,bimark_hamming74,16,160,6,1.0,1.0,,,162,162,160,1000110010001101
27,syncmark_position_vote,16,160,6,1.0,1.0,True,,162,162,160,1000110010001101
27,syncmark_alignment,16,160,6,1.0,1.0,True,136.79999999999976,162,162,160,1000110010001101
28,bimark_position_vote,16,160,6,1.0,1.0,,,162,162,160,1011001101101010
28,bimark_hamming74,16,160,6,1.0,1.0,,,162,162,160,1011001101101010
28,syncmark_position_vote,16,160,6,1.0,1.0,True,,162,162,160,1011001101101010
28,syncmark_alignment,16,160,6,0.875,0.0,False,128.1999999999997,162,162,160,1011001111111010
29,bimark_position_vote,16,160,6,1.0,1.0,,,162,162,160,0101011100111010
29,bimark_hamming74,16,160,6,1.0,1.0,,,162,162,160,0101011100111010
29,syncmark_position_vote,16,160,6,1.0,1.0,True,,162,162,160,0101011100111010
29,syncmark_alignment,16,160,6,1.0,1.0,True,139.8499999999997,162,162,160,0101011100111010
